StudentID,Gender,Age,StudyHours,GPA,Attendance,Participation,AssignmentsCompleted,ProjectsCompleted,Extracurriculars
1224,Male,23,0.76,,92.35,2.05,10.0,0.0,Sports
1225,Male,20,9.26,3.55,68.82,6.86,8.0,3.0,Arts
1226,Female,20,3.12,2.81,64.83,5.6,10.0,4.0,Clubs
1227,Male,23,8.82,0.86,94.47,2.04,1.0,0.0,Clubs
1228,Female,24,1.69,0.73,99.97,9.03,12.0,4.0,Sports
1229,Female,23,4.98,1.73,83.52,2.76,7.0,3.0,Arts
1230,Male,20,11.72,3.27,99.5,4.21,7.0,4.0,Arts
1231,Male,21,6.56,3.37,83.0,2.02,0.0,4.0,Clubs
1232,Female,18,9.42,2.08,86.67,3.88,5.0,0.0,Arts
1233,Male,18,9.71,3.44,69.43,,12.0,1.0,None
1234,Male,23,12.66,0.02,71.65,2.95,8.0,2.0,Arts
1235,Female,19,4.87,0.14,57.21,7.69,5.0,,Clubs
1236,Female,23,10.31,3.65,91.14,3.94,14.0,3.0,None
1237,Male,24,14.42,3.1,96.55,7.3,15.0,3.0,None
1238,Female,23,10.95,1.8,81.17,2.07,3.0,2.0,Arts
1239,Male,18,7.35,3.01,67.18,3.77,16.0,1.0,Clubs
1240,Male,20,9.46,3.82,,0.08,8.0,4.0,Clubs
1241,Male,23,11.1,3.09,63.26,7.59,11.0,3.0,Clubs
1242,Female,20,9.18,3.37,62.77,6.26,18.0,4.0,None
1243,Male,20,0.25,3.04,80.68,8.18,19.0,0.0,Clubs
1244,Male,19,2.92,0.67,97.25,4.56,11.0,,None
1245,Male,20,12.16,3.33,52.41,8.0,5.0,0.0,None
1246,Female,18,4.09,0.78,50.05,6.48,11.0,3.0,Sports
1247,Female,21,10.97,3.57,80.01,0.04,8.0,2.0,Arts
1248,Female,21,5.58,1.83,64.2,2.54,19.0,3.0,Clubs
1249,Female,22,7.83,2.71,94.03,4.94,4.0,0.0,None
1250,Female,24,1.02,1.99,66.36,6.19,2.0,0.0,Arts
1251,Male,23,2.72,0.38,64.49,0.66,1.0,3.0,None
1252,Female,24,14.36,1.16,63.48,7.05,7.0,2.0,Arts
1253,Female,18,13.35,3.93,57.24,5.44,9.0,2.0,None
1254,Female,20,9.78,3.84,79.08,5.26,14.0,4.0,Clubs
1255,Male,21,6.89,1.28,58.41,2.92,8.0,1.0,Sports
1256,Female,24,10.14,3.99,71.23,5.95,9.0,0.0,Sports
1257,Female,18,9.28,3.38,73.05,0.27,10.0,2.0,Sports
1258,Male,21,8.53,2.44,51.02,0.65,8.0,0.0,None
1259,Female,20,0.89,0.16,50.84,7.34,13.0,1.0,Arts
1260,Male,24,9.49,3.61,76.01,3.22,4.0,0.0,Clubs
1261,Male,21,11.53,2.23,84.8,3.47,8.0,2.0,Clubs
1262,Male,23,14.91,3.47,97.11,2.08,3.0,4.0,None
1263,Male,23,0.17,3.34,58.96,4.46,1.0,3.0,Sports
1264,Male,22,10.95,3.33,55.16,0.52,18.0,3.0,None
1265,Female,22,8.58,2.79,52.6,3.0,0.0,2.0,Arts
1266,Male,21,6.51,1.17,71.8,5.27,,2.0,Sports
1267,Male,18,1.91,1.34,81.16,4.66,11.0,1.0,None
1268,Female,23,6.14,1.23,92.03,10.0,10.0,0.0,Arts
1269,Male,18,5.32,0.08,84.13,3.89,0.0,1.0,Sports
1270,Female,18,4.54,2.33,60.42,3.87,13.0,3.0,Clubs
1271,Female,21,10.96,2.8,73.09,5.04,10.0,0.0,Arts
1272,Female,18,10.51,3.42,95.52,1.9,6.0,1.0,Clubs
1273,Male,23,8.84,0.56,66.34,8.76,1.0,3.0,Arts
1274,Male,20,14.08,2.18,74.94,5.72,14.0,0.0,Sports
1275,Male,22,5.25,0.03,97.93,1.92,7.0,4.0,None
1276,Female,20,3.66,0.38,,7.93,19.0,4.0,None
1277,Male,18,9.84,0.22,87.39,0.34,14.0,1.0,None
1278,Male,20,2.98,2.9,62.62,9.83,7.0,2.0,None
1279,Male,23,,0.32,70.73,8.65,9.0,0.0,Arts
1280,Female,23,3.37,2.87,54.12,,18.0,1.0,None
1281,Female,18,1.04,1.0,80.33,1.11,2.0,2.0,None
1282,Male,21,12.41,3.51,55.19,2.15,19.0,2.0,Arts
1283,Male,20,3.82,3.25,91.8,2.79,13.0,0.0,Arts
1284,Male,21,7.1,3.83,90.73,2.41,8.0,0.0,Sports
1285,Male,21,0.65,3.54,76.68,4.98,8.0,2.0,Arts
1286,Female,19,10.49,3.73,57.06,9.45,5.0,3.0,Clubs
1287,Female,18,4.96,3.43,51.28,4.44,,1.0,Sports
1288,Female,22,11.17,2.77,89.84,6.62,10.0,0.0,Sports
1289,Female,23,,,80.01,6.89,7.0,2.0,None
1290,Male,23,2.94,1.09,85.55,8.72,11.0,3.0,None
1291,Male,18,7.7,0.85,65.19,0.34,9.0,4.0,Clubs
1292,Male,24,1.96,2.41,75.47,4.04,3.0,2.0,None
1293,Female,24,6.61,2.01,87.36,7.85,15.0,3.0,Arts
1294,Male,24,4.76,3.47,73.13,8.15,19.0,4.0,Arts
1295,Female,22,13.68,3.81,80.07,9.27,5.0,3.0,None
1296,Female,23,0.91,1.62,89.49,7.03,8.0,0.0,None
1297,Male,18,10.41,2.03,60.76,2.45,4.0,2.0,Arts
1298,Male,23,2.74,3.89,53.3,5.06,5.0,4.0,Sports
1299,Male,21,4.79,1.1,76.59,0.32,16.0,3.0,Clubs
1300,Female,20,6.23,3.17,53.11,6.47,16.0,,Clubs
1301,Male,20,13.62,0.9,88.33,5.54,12.0,1.0,Sports
1302,Female,23,3.64,2.73,85.96,6.67,16.0,,Clubs
1303,Male,19,1.37,1.01,94.09,9.3,13.0,0.0,None
1304,Female,22,4.78,3.53,81.98,6.87,1.0,4.0,None
1305,Female,24,1.57,2.25,53.36,3.2,18.0,3.0,None
1306,Male,22,1.93,0.74,62.66,1.99,2.0,4.0,Clubs
1307,Female,22,8.61,0.9,90.4,8.55,1.0,3.0,Sports
1308,Female,21,0.91,1.98,58.36,1.94,,4.0,None
1309,Male,22,0.46,3.85,84.92,1.62,6.0,0.0,Sports
1310,Female,20,,3.08,89.01,2.07,3.0,,Arts
1311,Male,21,5.42,,66.51,5.09,16.0,,Arts
1312,Female,18,1.88,1.35,66.11,1.24,5.0,0.0,Arts
1313,Male,22,3.8,2.2,77.89,9.38,6.0,4.0,Clubs
1314,Male,22,9.63,2.99,93.06,9.66,19.0,4.0,Clubs
1315,Female,18,4.13,3.14,61.2,9.74,5.0,0.0,None
1316,Female,22,7.42,1.3,97.06,,8.0,1.0,Arts
1317,Female,18,1.83,2.88,79.96,9.46,19.0,4.0,Sports
1318,Female,21,8.82,2.63,99.61,9.97,3.0,2.0,Clubs
1319,Female,20,4.74,3.84,54.48,9.42,4.0,1.0,Sports
1320,Male,18,9.4,3.72,56.33,6.71,18.0,0.0,Sports
1321,Female,19,12.13,3.16,91.33,7.01,9.0,3.0,None
1322,Male,18,9.17,2.89,93.24,1.22,17.0,4.0,None
1323,Male,22,4.44,,72.27,8.74,14.0,3.0,Sports
1324,Female,24,3.84,3.38,85.7,0.6,0.0,2.0,Sports
1325,Male,24,4.91,1.71,93.38,3.18,4.0,1.0,Sports
1326,Male,21,2.47,1.09,52.16,9.91,4.0,3.0,Sports
1327,Male,23,2.72,,78.7,4.22,7.0,2.0,Arts
1328,Male,21,11.86,3.34,92.67,1.31,19.0,3.0,Sports
1329,Female,23,5.77,0.59,69.91,9.69,14.0,3.0,Clubs
1330,Male,24,6.54,1.82,65.12,9.84,16.0,2.0,None
1331,Female,24,8.91,1.97,89.79,1.87,18.0,4.0,Clubs
1332,Female,18,8.84,0.15,66.79,8.65,12.0,3.0,None
1333,Male,20,1.01,0.78,50.16,3.9,9.0,2.0,None
1334,Female,19,12.47,3.31,97.98,3.81,16.0,3.0,None
1335,Female,21,2.66,3.32,79.61,2.63,4.0,4.0,Clubs
1336,Female,22,10.85,1.17,90.98,0.45,17.0,2.0,None
1337,Male,23,11.59,3.5,91.27,2.68,16.0,3.0,Sports
1338,Female,22,10.72,3.09,53.32,0.54,3.0,0.0,Sports
1339,Female,20,8.68,1.67,58.54,9.24,6.0,4.0,Arts
1340,Female,23,0.22,2.99,65.56,6.62,4.0,3.0,Arts
1341,Male,21,5.41,3.85,66.03,8.87,7.0,1.0,Arts
1342,Female,18,9.07,1.84,82.94,7.17,7.0,2.0,Sports
1343,Male,22,5.81,0.95,81.16,1.31,10.0,3.0,Clubs
1344,Male,20,12.95,,74.73,9.41,8.0,4.0,Arts
1345,Male,21,4.63,2.41,60.56,,18.0,4.0,Sports
1346,Male,24,4.4,0.42,69.1,3.48,18.0,1.0,None
1347,Male,24,3.99,2.29,77.18,1.12,8.0,1.0,Clubs
1348,Male,21,4.99,2.0,73.4,7.04,19.0,3.0,Clubs
1349,Female,21,8.36,3.42,56.36,7.28,16.0,0.0,Sports
1350,Male,21,10.61,2.12,82.48,8.97,,4.0,Sports
1351,Female,23,9.94,1.02,53.65,0.53,,0.0,None
1352,Female,21,12.12,2.7,,1.42,2.0,0.0,None
1353,Male,22,,2.17,85.5,5.98,18.0,3.0,None
1354,Female,20,12.24,0.93,51.0,6.19,7.0,2.0,Clubs
1355,Female,23,0.28,2.29,78.5,0.34,4.0,2.0,Clubs
1356,Female,21,11.04,3.29,66.73,3.97,5.0,2.0,Arts
1357,Female,19,3.13,0.11,50.44,5.84,1.0,1.0,Arts
1358,Male,19,1.99,2.52,59.52,7.38,18.0,4.0,Arts
1359,Female,20,9.58,1.4,97.05,3.16,12.0,1.0,Clubs
1360,Male,24,4.8,1.17,76.06,4.84,5.0,4.0,None
1361,Female,18,0.86,1.57,99.86,8.14,5.0,4.0,Arts
1362,Female,18,2.06,1.37,76.24,9.54,1.0,4.0,None
1363,Male,24,0.01,3.33,77.2,2.3,4.0,3.0,None
1364,Female,23,13.55,1.1,69.59,2.53,10.0,2.0,None
1365,Female,23,0.37,2.93,65.5,9.4,10.0,1.0,Arts
1366,Female,23,3.14,0.38,62.58,3.96,13.0,1.0,Arts
1367,Male,18,6.24,3.81,67.17,7.18,12.0,3.0,None
1368,Female,19,5.35,2.49,72.99,6.12,7.0,4.0,Arts
1369,Male,18,13.68,2.83,59.6,2.86,14.0,2.0,Sports
1370,Female,22,0.6,1.19,61.24,6.54,11.0,0.0,Arts
1371,Male,21,7.68,1.65,63.58,6.56,2.0,0.0,None
1372,Male,23,10.21,0.9,72.46,5.92,4.0,3.0,None
1373,Female,19,13.98,3.73,82.64,1.0,5.0,2.0,Clubs
1374,Female,20,9.31,1.95,92.81,9.95,1.0,0.0,Clubs
1375,Male,20,12.06,2.52,64.36,4.0,7.0,0.0,None
1376,Male,21,1.26,2.94,59.19,6.38,4.0,1.0,Sports
1377,Female,19,5.79,1.48,68.94,8.86,16.0,2.0,Clubs
1378,Male,18,5.61,2.88,,4.23,1.0,0.0,None
1379,Female,18,13.29,2.7,50.49,7.74,10.0,1.0,Clubs
1380,Female,22,2.27,2.82,,9.72,3.0,2.0,Clubs
1381,Female,22,2.28,1.96,73.86,3.59,10.0,4.0,None
1382,Female,18,4.93,1.53,58.05,4.05,8.0,2.0,Arts
1383,Male,20,0.82,0.89,66.05,9.06,5.0,3.0,Sports
1384,Female,23,2.74,3.3,61.25,,1.0,1.0,Arts
1385,Male,20,,2.43,93.89,0.29,14.0,4.0,None
1386,Female,22,6.42,1.78,74.09,9.09,4.0,1.0,None
1387,Male,21,9.48,3.78,78.15,8.22,11.0,1.0,Sports
1388,Female,18,10.89,0.19,79.68,9.73,12.0,0.0,None
1389,Male,22,5.5,3.4,81.98,0.58,16.0,2.0,Clubs
1390,Male,22,2.21,3.99,74.78,1.56,,1.0,Sports
1391,Female,23,3.1,3.55,50.89,1.05,9.0,1.0,Arts
1392,Female,18,4.7,3.24,66.74,6.83,0.0,3.0,Sports
1393,Female,23,9.54,1.5,59.19,,10.0,3.0,Arts
1394,Female,18,5.97,0.93,84.01,3.59,15.0,3.0,None
1395,Male,23,,,52.84,0.57,10.0,1.0,Arts
1396,Female,20,7.85,1.22,,6.4,8.0,,Arts
1397,Male,21,13.82,0.7,60.53,5.7,1.0,,Arts
1398,Male,21,12.18,3.15,97.44,1.13,6.0,1.0,Sports
1399,Female,18,12.38,1.25,66.78,9.09,18.0,0.0,Clubs
1400,Male,19,11.93,3.66,66.26,,17.0,4.0,Arts
1401,Male,24,4.86,3.36,96.17,7.44,19.0,4.0,Sports
1402,Male,22,11.48,3.39,70.87,8.85,6.0,2.0,Sports
1403,Male,22,2.15,3.09,98.14,5.79,8.0,4.0,Clubs
1404,Female,18,9.87,3.52,51.21,2.47,11.0,2.0,Sports
1405,Female,23,9.62,3.22,65.32,3.09,2.0,4.0,None
1406,Female,19,0.38,2.41,83.31,8.86,15.0,2.0,None
1407,Female,20,11.82,1.18,,2.98,6.0,3.0,None
1408,Male,23,13.55,3.55,62.82,7.46,4.0,3.0,Clubs
1409,Male,23,4.01,3.36,96.52,9.9,6.0,4.0,Sports
1410,Female,18,12.19,1.89,79.71,10.0,18.0,4.0,None
1411,Female,18,1.24,0.16,90.05,5.33,16.0,2.0,Arts
1412,Female,22,9.0,2.55,69.86,8.27,15.0,2.0,Sports
1413,Male,18,7.28,0.2,60.61,9.9,18.0,1.0,None
1414,Female,18,8.19,3.71,95.56,3.75,17.0,3.0,Sports
1415,Female,18,13.89,3.85,96.66,2.52,18.0,1.0,None
1416,Female,22,13.07,0.76,74.88,1.14,3.0,1.0,Arts
1417,Male,20,11.78,2.71,50.32,1.41,0.0,0.0,Sports
1418,Male,20,4.11,0.37,55.49,8.54,3.0,2.0,None
1419,Male,24,13.68,2.92,78.65,5.89,3.0,0.0,None
1420,Male,24,1.46,1.39,51.19,8.74,8.0,0.0,Arts
1421,Male,18,12.8,2.72,,7.89,7.0,1.0,Arts
1422,Male,24,4.92,1.49,65.17,6.74,1.0,0.0,None
1423,Male,22,0.81,0.58,85.72,6.09,5.0,2.0,None
1424,Male,20,10.04,1.62,52.78,0.48,10.0,1.0,Clubs
1425,Female,23,3.47,0.45,74.44,8.72,3.0,2.0,Clubs
1426,Female,20,3.65,2.31,78.96,4.18,13.0,4.0,Sports
1427,Male,20,4.59,0.16,80.86,5.6,8.0,,Sports
1428,Male,22,0.96,2.11,70.26,0.22,1.0,1.0,Clubs
1429,Female,24,2.66,3.55,65.22,9.36,0.0,3.0,None
1430,Male,23,0.08,3.35,84.12,9.03,3.0,2.0,Arts
1431,Male,22,6.68,3.53,92.38,5.43,11.0,0.0,Sports
1432,Male,18,1.26,3.69,84.68,5.77,4.0,2.0,None
1433,Female,21,,0.42,96.61,7.05,8.0,2.0,Arts
1434,Female,20,3.53,0.51,85.86,2.65,3.0,4.0,Arts
1435,Female,21,14.15,2.23,88.23,2.22,15.0,2.0,None
1436,Female,22,13.07,3.58,58.4,6.74,1.0,4.0,None
1437,Female,22,4.34,3.9,70.98,1.04,15.0,4.0,Sports
1438,Male,22,11.75,0.19,74.25,4.54,15.0,4.0,Clubs
1439,Female,21,12.05,1.42,62.81,4.93,,0.0,None
1440,Male,22,14.8,0.85,76.43,3.81,0.0,,Clubs
1441,Male,18,8.97,3.02,64.54,1.85,14.0,2.0,Sports
1442,Female,22,1.23,2.56,84.38,3.55,3.0,4.0,Clubs
1443,Female,19,9.7,0.48,73.51,3.38,17.0,2.0,Clubs
1444,Male,24,9.37,1.93,72.94,4.99,16.0,2.0,Arts
1445,Male,21,9.58,2.74,99.18,6.75,6.0,4.0,Sports
1446,Male,19,4.61,3.12,69.62,9.68,17.0,3.0,None
1447,Female,22,,0.08,68.11,1.44,12.0,3.0,Clubs
1448,Female,18,14.39,3.56,65.93,8.73,19.0,4.0,Sports
1449,Female,20,,2.28,94.74,2.84,19.0,0.0,Arts
1450,Female,23,1.32,3.25,74.84,5.91,9.0,,Arts
1451,Female,24,2.92,3.23,80.0,5.47,0.0,2.0,Clubs
1452,Male,23,12.31,0.76,59.04,5.57,1.0,3.0,Clubs
1453,Female,22,10.15,0.44,,7.23,16.0,4.0,None
1454,Male,24,9.54,2.89,,3.82,2.0,0.0,Sports
1455,Male,24,6.03,0.63,86.53,3.19,16.0,4.0,None
1456,Male,18,8.67,3.4,91.63,8.53,11.0,3.0,None
1457,Female,24,4.62,2.9,85.74,2.2,11.0,3.0,Arts
1458,Female,21,7.16,3.37,86.51,1.8,19.0,2.0,Sports
1459,Female,19,11.9,,75.62,0.16,9.0,1.0,None
1460,Male,19,14.72,1.27,85.61,2.11,6.0,0.0,Arts
1461,Male,19,13.99,2.68,71.13,5.19,9.0,0.0,Clubs
1462,Male,21,14.01,0.13,82.57,5.39,17.0,,None
1463,Male,23,6.03,2.91,62.95,,5.0,3.0,Clubs
1464,Male,18,7.03,3.34,53.49,0.72,6.0,4.0,Sports
1465,Male,24,10.58,,70.67,7.45,16.0,0.0,None
1466,Female,21,13.83,3.06,73.09,7.58,11.0,1.0,Clubs
1467,Female,19,2.13,0.7,62.82,9.98,16.0,2.0,Clubs
1468,Female,22,4.56,1.29,86.39,9.0,17.0,2.0,Sports
1469,Female,20,2.09,3.9,53.68,9.26,13.0,3.0,Arts
1470,Male,24,,3.95,61.14,7.98,10.0,0.0,Arts
1471,Male,21,4.59,,87.43,6.16,1.0,4.0,None
1472,Female,21,4.89,3.74,71.86,1.29,0.0,0.0,Clubs
1473,Male,18,1.06,2.09,85.26,6.22,10.0,2.0,Arts
1474,Female,18,5.25,1.17,78.37,0.56,1.0,0.0,None
1475,Female,21,12.94,1.07,97.54,8.85,15.0,2.0,Clubs
1476,Female,19,3.5,3.72,79.89,4.82,2.0,1.0,None
1477,Male,20,10.43,0.69,50.74,6.97,19.0,1.0,Sports
1478,Female,24,9.44,2.32,,0.52,0.0,2.0,None
1479,Female,18,12.95,2.22,57.15,5.34,19.0,4.0,Sports
1480,Female,24,1.98,2.96,96.23,3.01,7.0,4.0,Clubs
1481,Male,19,14.66,2.0,55.2,2.85,18.0,0.0,Clubs
1482,Male,24,8.74,1.09,69.39,3.9,0.0,,Clubs
1483,Female,22,14.93,0.68,61.3,0.01,4.0,3.0,None
1484,Male,18,13.67,2.48,92.34,4.67,0.0,4.0,Clubs
1485,Male,19,3.32,2.88,65.43,4.87,10.0,4.0,Clubs
1486,Male,19,0.84,2.28,99.59,8.63,8.0,1.0,Sports
1487,Male,20,3.83,2.95,51.93,4.49,4.0,4.0,Clubs
1488,Male,20,7.91,0.57,56.41,3.64,1.0,4.0,Clubs
1489,Male,22,2.57,3.53,61.23,9.95,12.0,4.0,Clubs
1490,Male,19,2.51,2.33,90.56,5.71,17.0,2.0,Arts
1491,Male,23,6.94,0.51,93.93,4.73,11.0,2.0,Clubs
1492,Male,19,0.5,1.85,53.57,4.96,13.0,,None
1493,Male,20,1.83,,51.62,8.09,4.0,0.0,Sports
1494,Female,23,6.24,3.59,87.23,3.41,9.0,4.0,Clubs
1495,Female,18,0.95,1.06,56.67,3.89,19.0,0.0,None
1496,Male,18,5.95,2.85,56.65,7.56,1.0,2.0,Sports
1497,Female,24,7.11,0.4,51.12,0.73,3.0,4.0,Sports
1498,Female,21,6.77,0.13,52.49,8.65,11.0,0.0,None
1499,Male,20,13.04,2.24,63.18,4.3,10.0,0.0,None
1500,Male,21,7.95,2.78,53.25,5.81,3.0,3.0,Arts
1501,Male,23,,3.18,68.44,7.57,10.0,2.0,Arts
1502,Female,20,6.16,1.36,,2.66,8.0,1.0,Clubs
1503,Female,22,12.26,0.03,66.32,8.9,9.0,1.0,Arts
1504,Male,19,13.43,1.92,86.39,,5.0,3.0,None
1505,Male,22,12.8,0.06,54.7,4.94,14.0,0.0,Arts
1506,Male,23,10.1,0.37,82.97,9.37,9.0,3.0,Sports
1507,Female,20,2.06,,65.84,0.01,5.0,3.0,None
1508,Female,23,4.15,1.75,87.49,8.94,0.0,2.0,Clubs
1509,Female,19,0.69,1.12,56.81,3.11,19.0,4.0,Sports
1510,Female,18,13.96,2.33,94.89,3.11,3.0,0.0,Sports
1511,Male,18,9.91,,62.13,2.28,13.0,1.0,Sports
1512,Male,23,11.2,0.58,67.66,3.17,19.0,1.0,None
1513,Male,21,4.67,2.78,97.51,2.13,19.0,3.0,None
1514,Male,20,12.68,0.57,78.92,9.06,7.0,3.0,Clubs
1515,Female,20,3.89,2.56,68.29,8.99,10.0,3.0,Arts
1516,Female,18,0.02,0.22,97.48,1.02,14.0,0.0,Arts
1517,Male,24,5.65,1.63,66.45,1.43,18.0,3.0,Arts
1518,Male,22,8.56,0.71,54.74,8.62,7.0,3.0,Arts
1519,Female,24,7.18,0.44,99.84,3.99,12.0,4.0,Sports
1520,Male,19,12.93,2.27,63.39,1.69,17.0,0.0,None
1521,Female,22,1.58,3.71,92.56,5.11,16.0,2.0,Arts
1522,Male,22,8.31,0.22,58.28,4.17,5.0,2.0,Sports
1523,Male,23,,1.69,86.57,2.19,14.0,4.0,None
1524,Male,18,4.22,2.83,76.22,7.21,12.0,1.0,None
1525,Male,24,12.33,1.85,99.05,6.31,17.0,,None
1526,Male,24,11.29,3.23,77.64,1.0,10.0,0.0,Sports
1527,Male,18,10.99,0.72,51.25,9.25,12.0,1.0,Arts
1528,Male,24,13.14,3.84,80.19,5.58,0.0,,None
1529,Female,18,10.84,,57.27,2.5,17.0,0.0,Sports
1530,Female,23,3.48,1.37,89.93,2.06,4.0,1.0,None
1531,Female,21,10.58,3.5,92.83,1.36,5.0,2.0,Clubs
1532,Female,22,4.62,2.26,74.1,4.25,0.0,3.0,Clubs
1533,Female,23,3.63,2.07,89.16,1.36,6.0,3.0,Sports
1534,Male,20,1.1,2.91,,4.16,3.0,0.0,Arts
1535,Male,19,11.16,2.32,74.6,1.49,8.0,3.0,Arts
1536,Female,21,10.67,0.65,69.7,6.57,14.0,1.0,None
1537,Male,20,3.52,2.7,80.57,7.85,5.0,4.0,Arts
1538,Female,22,11.24,0.53,,5.5,,2.0,Arts
1539,Female,24,13.77,3.22,87.61,6.8,19.0,0.0,Clubs
1540,Male,18,1.62,3.96,53.96,9.38,17.0,4.0,Sports
1541,Male,22,3.49,1.51,82.82,6.38,3.0,4.0,Clubs
1542,Male,23,11.25,,50.92,3.64,8.0,0.0,Sports
1543,Female,19,4.12,0.19,91.59,4.49,13.0,1.0,None
1544,Male,23,9.37,0.05,58.73,,,2.0,Clubs
1545,Female,21,1.22,3.69,75.77,1.31,0.0,0.0,Sports
1546,Female,21,6.78,0.51,63.07,3.26,10.0,4.0,Arts
1547,Female,19,11.09,1.78,86.13,5.77,0.0,4.0,Sports
1548,Male,20,,,66.07,6.76,11.0,0.0,Arts
1549,Male,20,12.23,3.56,86.23,7.63,8.0,4.0,None
1550,Female,21,13.16,2.08,64.24,3.18,4.0,0.0,Arts
1551,Male,21,11.6,2.26,87.62,1.46,14.0,0.0,Sports
1552,Male,24,10.07,2.68,51.53,9.55,17.0,2.0,Clubs
1553,Male,18,0.48,3.85,64.17,0.76,8.0,0.0,Sports
1554,Female,24,8.02,2.41,74.93,0.96,12.0,4.0,Clubs
1555,Female,24,0.57,2.24,52.25,4.95,12.0,3.0,Sports
1556,Male,20,12.12,0.06,59.3,8.19,12.0,2.0,Sports
1557,Female,19,4.81,0.32,96.73,7.75,9.0,4.0,None
1558,Male,20,8.44,2.31,98.84,9.38,9.0,4.0,Arts
1559,Male,18,4.19,3.74,86.99,1.42,6.0,2.0,Sports
1560,Male,23,11.74,3.47,62.61,3.76,4.0,2.0,Clubs
1561,Male,21,13.3,3.93,63.03,2.82,19.0,4.0,Arts
1562,Female,21,5.98,2.11,82.29,8.61,6.0,3.0,None
1563,Female,18,12.94,3.15,55.88,4.88,19.0,1.0,Arts
1564,Female,24,4.01,3.36,97.42,0.27,9.0,4.0,Sports
1565,Male,19,8.02,2.59,61.24,7.08,9.0,2.0,Clubs
1566,Male,21,12.88,1.35,99.98,3.89,12.0,,Clubs
1567,Male,22,4.89,1.88,74.79,5.31,14.0,0.0,Arts
1568,Female,24,,3.43,88.57,8.94,5.0,2.0,Clubs
1569,Male,21,1.83,1.19,50.11,2.57,19.0,2.0,Sports
1570,Female,22,0.27,3.69,94.44,2.4,11.0,1.0,Clubs
1571,Female,18,13.56,0.92,63.5,2.63,18.0,2.0,Clubs
1572,Female,18,1.03,3.0,83.4,3.38,10.0,0.0,Clubs
1573,Female,24,14.88,2.52,90.32,1.07,5.0,3.0,Sports
1574,Female,21,14.27,3.0,58.21,6.97,0.0,2.0,None
1575,Female,20,2.06,1.75,72.13,2.07,1.0,1.0,Clubs
1576,Male,22,8.06,3.73,74.69,9.26,14.0,3.0,None
1577,Male,19,2.77,2.53,65.61,2.16,3.0,,Arts
1578,Female,21,6.42,1.15,74.09,2.56,4.0,3.0,Arts
1579,Female,19,0.92,2.55,65.88,2.97,14.0,2.0,Sports
1580,Male,21,3.36,1.15,68.04,7.69,10.0,0.0,Sports
1581,Female,20,5.45,,83.47,,9.0,3.0,Sports
1582,Female,20,6.58,1.6,81.63,8.19,16.0,4.0,Sports
1583,Male,24,14.66,3.41,61.61,7.85,1.0,1.0,None
1584,Female,24,12.12,2.0,94.87,9.29,19.0,3.0,Sports
1585,Female,20,11.06,,93.14,7.57,9.0,1.0,None
1586,Female,23,8.06,1.57,75.45,0.52,19.0,0.0,Clubs
1587,Male,20,12.6,1.05,71.66,8.37,2.0,1.0,Clubs
1588,Male,18,5.09,3.82,68.84,9.38,18.0,1.0,Arts
1589,Male,18,10.63,2.41,85.36,9.94,4.0,4.0,Arts
1590,Female,23,,3.74,83.58,1.25,2.0,1.0,None
1591,Female,22,4.72,0.81,59.81,6.13,7.0,3.0,Sports
1592,Male,19,10.11,0.59,83.57,1.99,4.0,1.0,Arts
1593,Female,21,12.66,3.42,62.62,2.63,11.0,2.0,None
1594,Female,21,13.74,2.72,50.93,7.46,13.0,1.0,Arts
1595,Female,23,10.77,0.75,84.96,9.78,6.0,2.0,Sports
1596,Female,18,,1.08,82.24,5.95,10.0,1.0,None
1597,Female,24,4.89,3.2,70.54,8.51,7.0,1.0,Arts
1598,Male,21,0.31,1.82,,0.09,4.0,3.0,Sports
1599,Female,18,11.41,2.68,97.36,0.37,7.0,2.0,None
1600,Male,22,0.64,1.27,79.76,5.97,11.0,2.0,None
1601,Female,19,12.97,,82.89,3.89,14.0,4.0,None
1602,Male,22,,,53.2,8.9,18.0,,Clubs
1603,Female,23,,0.99,58.3,3.02,,1.0,None
1604,Male,20,,2.03,65.05,4.32,13.0,3.0,Arts
1605,Female,20,11.07,3.38,76.97,5.28,6.0,4.0,None
1606,Male,20,2.09,0.96,88.83,2.73,7.0,4.0,None
1607,Female,22,6.6,1.66,66.06,9.08,6.0,3.0,None
1608,Male,21,7.24,2.46,67.82,4.65,17.0,2.0,None
1609,Female,19,3.18,1.92,,4.24,5.0,0.0,None
1610,Male,20,1.73,1.84,62.73,,18.0,3.0,Clubs
1611,Male,23,12.55,1.45,97.44,3.12,3.0,2.0,Sports
1612,Female,23,7.54,2.35,81.77,8.17,2.0,4.0,Clubs
1613,Female,20,0.22,2.5,57.8,1.22,16.0,3.0,Arts
1614,Male,20,12.04,2.61,86.11,1.83,18.0,0.0,Sports
1615,Female,19,14.71,0.28,86.1,9.51,14.0,,Arts
1616,Male,20,9.09,2.52,83.32,8.42,5.0,3.0,None
1617,Male,19,7.56,,56.74,3.88,11.0,0.0,Arts
1618,Male,23,13.18,2.16,70.4,6.38,18.0,0.0,Clubs
1619,Female,20,14.29,2.86,55.34,9.43,5.0,3.0,Clubs
1620,Male,22,11.32,2.23,90.83,2.12,,2.0,None
1621,Male,24,6.68,,82.76,0.59,19.0,3.0,None
1622,Female,22,8.88,3.72,75.36,,19.0,4.0,Sports
