CustomerID,InvoiceNo,Quantity,UnitPrice,Country,InvoiceDate,StockCode,Description,CustomerAge,SpendingScore
1370,37388,6,55.03,Spain,10-04-2020 16:00,D,Toys and Games,57,82
1997,38506,,70.39,Spain,10-04-2020 17:00,E,Sports and Outdoors,56,60
1809,32766,29,19.12,Spain,10-04-2020 18:00,C,Home and Kitchen,46,64
1253,26696,26,65.59,France,10-04-2020 19:00,A,Electronics,,70
1404,23981,18,88.25,Spain,10-04-2020 20:00,A,Electronics,67,51
1579,36855,4,14.38,Germany,10-04-2020 21:00,D,Toys and Games,65,42
1984,39789,57,13.14,,10-04-2020 22:00,C,Home and Kitchen,64,21
1698,20308,53,,Spain,10-04-2020 23:00,A,Electronics,59,5
1635,27695,25,16.59,Germany,11-04-2020 00:00,C,Home and Kitchen,46,66
1029,27707,47,11.51,France,11-04-2020 01:00,E,Sports and Outdoors,45,70
1184,35522,52,67.99,United Kingdom,11-04-2020 02:00,A,Electronics,38,61
1288,23047,93,21.78,Spain,11-04-2020 03:00,B,Clothing,50,8
1358,31191,34,66.87,Germany,11-04-2020 04:00,E,Sports and Outdoors,43,
1473,,16,86.26,Germany,11-04-2020 05:00,E,Sports and Outdoors,55,
1984,33366,94,65.38,France,11-04-2020 06:00,A,Electronics,32,62
1564,24881,87,12.38,France,11-04-2020 07:00,B,Clothing,19,20
1399,21478,36,57.57,United Kingdom,11-04-2020 08:00,C,Home and Kitchen,29,4
1688,24870,28,39.67,Netherlands,11-04-2020 09:00,B,Clothing,50,15
1983,39843,65,34.67,Netherlands,11-04-2020 10:00,E,Sports and Outdoors,32,94
1132,31946,72,32.19,Netherlands,11-04-2020 11:00,A,Electronics,62,56
1501,29423,53,92.98,United Kingdom,11-04-2020 12:00,B,Clothing,18,20
1502,25434,42,74.38,Spain,11-04-2020 13:00,,,50,24
1873,20571,79,13.82,,11-04-2020 14:00,E,Sports and Outdoors,21,9
1998,39973,98,47.86,Netherlands,11-04-2020 15:00,C,Home and Kitchen,45,21
1076,28339,19,32.16,Germany,11-04-2020 16:00,B,Clothing,31,41
1349,31635,44,97.8,Germany,11-04-2020 17:00,B,Clothing,,13
1059,20596,30,97.81,Spain,11-04-2020 18:00,D,Toys and Games,62,
1454,37454,74,32.29,France,11-04-2020 19:00,E,Sports and Outdoors,29,64
1878,34834,44,35.54,United Kingdom,11-04-2020 20:00,D,Toys and Games,23,
1464,,27,60.14,Netherlands,11-04-2020 21:00,E,Sports and Outdoors,,78
1310,23371,84,48.19,United Kingdom,11-04-2020 22:00,E,Sports and Outdoors,37,71
1090,20157,89,21.7,Germany,11-04-2020 23:00,,,65,70
1930,36032,73,66.21,United Kingdom,12-04-2020 00:00,,,38,59
1964,23318,34,33.75,Germany,12-04-2020 01:00,C,Home and Kitchen,33,76
1297,33462,85,65.54,United Kingdom,12-04-2020 02:00,E,Sports and Outdoors,,51
1324,32242,24,38.68,Germany,12-04-2020 03:00,D,Toys and Games,69,16
1279,27221,56,70.17,United Kingdom,12-04-2020 04:00,B,Clothing,37,51
1710,28957,7,66.95,Netherlands,12-04-2020 05:00,E,Sports and Outdoors,62,96
1966,,68,51.13,Netherlands,,E,Sports and Outdoors,50,42
1117,22612,51,70.62,Spain,12-04-2020 07:00,A,Electronics,67,11
,32020,8,46.37,United Kingdom,12-04-2020 08:00,C,Home and Kitchen,19,68
1909,32773,56,12.06,France,12-04-2020 09:00,D,Toys and Games,51,93
1566,20443,77,18.62,Spain,12-04-2020 10:00,B,Clothing,43,52
1270,25973,58,24.98,United Kingdom,12-04-2020 11:00,B,Clothing,50,98
1516,37288,,6.79,France,12-04-2020 12:00,E,Sports and Outdoors,,73
1100,22910,99,,Netherlands,12-04-2020 13:00,B,Clothing,47,10
1387,31401,69,37.06,Netherlands,12-04-2020 14:00,B,Clothing,18,72
1285,,8,9.81,Netherlands,12-04-2020 15:00,E,Sports and Outdoors,63,63
1979,37309,,82.09,France,12-04-2020 16:00,C,Home and Kitchen,25,36
1052,31913,,68.52,,12-04-2020 17:00,A,Electronics,,96
1729,34265,42,45.5,United Kingdom,12-04-2020 18:00,C,Home and Kitchen,63,45
1840,36056,54,25.12,Spain,12-04-2020 19:00,C,Home and Kitchen,27,6
1797,29426,16,15.6,Spain,12-04-2020 20:00,A,Electronics,49,6
1239,22922,4,46.11,Netherlands,12-04-2020 21:00,E,Sports and Outdoors,68,91
1213,27555,59,88.58,Germany,12-04-2020 22:00,C,Home and Kitchen,57,66
1615,29776,94,19.25,United Kingdom,12-04-2020 23:00,D,Toys and Games,19,73
1360,20919,46,57.08,United Kingdom,13-04-2020 00:00,D,Toys and Games,48,64
1363,25004,94,96.19,Spain,13-04-2020 01:00,A,Electronics,21,38
1733,29958,99,63.89,Spain,13-04-2020 02:00,D,Toys and Games,,69
1851,25575,13,44.28,Spain,13-04-2020 03:00,E,Sports and Outdoors,48,98
1859,38337,37,71.78,United Kingdom,13-04-2020 04:00,B,Clothing,58,61
1700,38952,54,82.55,Spain,13-04-2020 05:00,E,Sports and Outdoors,40,78
1326,27945,49,59.26,United Kingdom,13-04-2020 06:00,A,Electronics,50,74
1835,34194,75,87.25,Netherlands,13-04-2020 07:00,B,Clothing,25,63
1475,30863,58,51.7,Germany,13-04-2020 08:00,D,Toys and Games,66,71
1822,35857,19,83.09,Spain,13-04-2020 09:00,C,Home and Kitchen,33,20
,39783,18,95.23,United Kingdom,13-04-2020 10:00,D,Toys and Games,32,75
1096,36826,60,50.37,Netherlands,13-04-2020 11:00,E,Sports and Outdoors,58,77
1326,20600,17,60.7,France,13-04-2020 12:00,E,Sports and Outdoors,57,64
1072,32134,11,61.14,Netherlands,13-04-2020 13:00,A,Electronics,69,81
1993,35290,15,78.25,Germany,13-04-2020 14:00,C,Home and Kitchen,,37
1255,31580,72,82.39,Netherlands,13-04-2020 15:00,C,Home and Kitchen,31,36
1742,36037,93,3.21,Spain,,B,Clothing,29,97
1169,22786,17,73.47,Spain,13-04-2020 17:00,B,Clothing,44,
1993,39079,90,78.49,France,13-04-2020 18:00,E,Sports and Outdoors,64,34
1332,35231,5,70.19,United Kingdom,13-04-2020 19:00,A,Electronics,48,45
1156,31840,61,71.51,Netherlands,13-04-2020 20:00,E,Sports and Outdoors,21,63
1418,22052,4,4.62,France,13-04-2020 21:00,C,Home and Kitchen,,13
1940,20631,56,44.48,,13-04-2020 22:00,C,Home and Kitchen,21,25
1457,,88,81.91,,13-04-2020 23:00,E,Sports and Outdoors,48,44
1733,21754,75,93.43,United Kingdom,14-04-2020 00:00,C,Home and Kitchen,51,97
1875,,94,23.33,Germany,14-04-2020 01:00,B,Clothing,21,74
1857,29770,48,58.13,Spain,14-04-2020 02:00,C,Home and Kitchen,37,24
1098,33499,48,80.53,United Kingdom,14-04-2020 03:00,B,Clothing,35,69
1731,20025,35,75.36,Germany,14-04-2020 04:00,D,Toys and Games,64,74
1924,30401,33,62.08,Germany,,A,Electronics,25,47
1243,27297,21,2.36,Spain,14-04-2020 06:00,A,Electronics,,91
1965,34868,5,72.53,United Kingdom,14-04-2020 07:00,C,Home and Kitchen,19,50
1770,26553,64,77.44,United Kingdom,14-04-2020 08:00,A,Electronics,26,36
1476,25759,,72.42,Netherlands,14-04-2020 09:00,D,Toys and Games,33,33
1440,27755,21,76.7,United Kingdom,14-04-2020 10:00,C,Home and Kitchen,39,92
1193,33384,89,43.38,Germany,14-04-2020 11:00,B,Clothing,29,3
1374,21129,74,99.38,France,,D,Toys and Games,22,31
1661,24996,83,77.19,Spain,14-04-2020 13:00,D,Toys and Games,,60
1366,32296,32,58.08,France,14-04-2020 14:00,A,Electronics,32,29
1154,25641,18,93.45,United Kingdom,14-04-2020 15:00,B,Clothing,62,44
1498,33901,58,90.87,Germany,14-04-2020 16:00,E,Sports and Outdoors,25,45
1533,34371,,81.55,France,14-04-2020 17:00,D,Toys and Games,41,42
1457,27369,79,56.59,Spain,14-04-2020 18:00,A,Electronics,,
1627,23895,24,52.95,Netherlands,14-04-2020 19:00,D,Toys and Games,36,
1112,34453,5,33.21,,14-04-2020 20:00,B,Clothing,54,28
1944,24797,53,25.46,Netherlands,14-04-2020 21:00,B,Clothing,35,85
1722,33041,96,51.48,United Kingdom,14-04-2020 22:00,C,Home and Kitchen,38,47
1023,21828,73,57.99,United Kingdom,14-04-2020 23:00,E,Sports and Outdoors,66,99
1282,29727,55,24.83,,15-04-2020 00:00,E,Sports and Outdoors,56,94
1291,32517,5,92.3,Netherlands,15-04-2020 01:00,A,Electronics,31,47
1362,36943,69,55.95,Netherlands,15-04-2020 02:00,E,Sports and Outdoors,32,17
1400,30070,41,52.89,Spain,15-04-2020 03:00,B,Clothing,66,29
1567,29276,98,43.85,France,15-04-2020 04:00,E,Sports and Outdoors,20,48
1265,28050,7,6.28,,15-04-2020 05:00,A,Electronics,62,2
,29663,90,88.3,,15-04-2020 06:00,D,Toys and Games,28,33
1848,26900,1,32.04,Netherlands,15-04-2020 07:00,E,Sports and Outdoors,,63
1619,25587,52,64.42,Germany,15-04-2020 08:00,E,Sports and Outdoors,47,68
1713,35784,98,60.94,Germany,15-04-2020 09:00,B,Clothing,23,39
,24612,26,58.66,United Kingdom,15-04-2020 10:00,B,Clothing,23,89
,23683,96,52.81,Netherlands,15-04-2020 11:00,D,Toys and Games,48,5
1848,28396,63,18.55,Netherlands,15-04-2020 12:00,C,Home and Kitchen,39,68
,27347,12,28.42,Spain,15-04-2020 13:00,E,Sports and Outdoors,38,52
1473,,70,52.66,France,15-04-2020 14:00,B,Clothing,55,
1729,30329,84,79.04,Spain,15-04-2020 15:00,C,Home and Kitchen,55,29
1242,37597,19,43.48,Germany,15-04-2020 16:00,E,Sports and Outdoors,23,37
1353,34072,80,20.79,Netherlands,15-04-2020 17:00,E,Sports and Outdoors,,8
1387,32026,4,9.25,France,15-04-2020 18:00,C,Home and Kitchen,63,
1177,23091,96,66.47,Spain,15-04-2020 19:00,B,Clothing,28,41
1474,37766,,42.62,,15-04-2020 20:00,,,65,70
1572,34045,5,12.97,Germany,15-04-2020 21:00,E,Sports and Outdoors,39,36
,28198,54,67.61,France,15-04-2020 22:00,A,Electronics,68,32
1035,23498,70,21.15,Netherlands,15-04-2020 23:00,A,Electronics,56,5
1357,34905,57,51.15,France,16-04-2020 00:00,A,Electronics,23,20
1557,25506,78,30.97,France,16-04-2020 01:00,D,Toys and Games,47,68
1606,22137,52,93.2,Spain,16-04-2020 02:00,E,Sports and Outdoors,60,22
1326,35946,18,23.21,France,,,,42,97
1043,35620,64,,France,16-04-2020 04:00,B,Clothing,,31
1319,34823,10,95.97,Germany,16-04-2020 05:00,D,Toys and Games,18,41
1737,23865,23,32.21,France,16-04-2020 06:00,E,Sports and Outdoors,39,93
1657,25460,82,64.64,Spain,16-04-2020 07:00,C,Home and Kitchen,26,5
1471,24496,68,32.01,Spain,16-04-2020 08:00,C,Home and Kitchen,62,10
1268,26898,52,11.51,Netherlands,16-04-2020 09:00,E,Sports and Outdoors,25,75
1524,22546,96,62.94,Germany,16-04-2020 10:00,E,Sports and Outdoors,51,37
1024,24929,47,91.65,United Kingdom,16-04-2020 11:00,B,Clothing,33,56
1772,32722,,45.53,Netherlands,16-04-2020 12:00,D,Toys and Games,,86
1639,27214,26,62.8,France,16-04-2020 13:00,D,Toys and Games,25,24
1550,33310,70,61.09,Germany,16-04-2020 14:00,B,Clothing,29,85
1156,22395,99,41.8,Netherlands,16-04-2020 15:00,A,Electronics,60,16
1875,34874,43,61.68,Spain,16-04-2020 16:00,C,Home and Kitchen,58,2
1184,21702,69,26.3,Germany,16-04-2020 17:00,E,Sports and Outdoors,,15
1173,28494,63,38.11,Germany,16-04-2020 18:00,C,Home and Kitchen,59,41
1928,34537,78,44.51,France,16-04-2020 19:00,C,Home and Kitchen,50,63
1983,32259,66,86.47,Germany,16-04-2020 20:00,D,Toys and Games,36,49
1393,35892,63,35.16,Germany,16-04-2020 21:00,B,Clothing,44,26
1185,20013,13,63.7,,16-04-2020 22:00,A,Electronics,41,94
1280,39187,51,21.73,France,16-04-2020 23:00,A,Electronics,66,66
1585,37272,5,25.63,Germany,17-04-2020 00:00,B,Clothing,45,
1294,31720,47,65.02,Germany,17-04-2020 01:00,C,Home and Kitchen,21,
1527,29388,36,76.35,United Kingdom,17-04-2020 02:00,B,Clothing,29,60
1187,24540,36,46.48,United Kingdom,17-04-2020 03:00,B,Clothing,40,65
1411,28090,50,33.84,Spain,17-04-2020 04:00,E,Sports and Outdoors,37,40
1971,22169,56,91.07,France,17-04-2020 05:00,E,Sports and Outdoors,57,11
1683,31760,19,14.01,United Kingdom,,C,Home and Kitchen,45,52
1185,30423,20,72.21,Germany,17-04-2020 07:00,D,Toys and Games,65,87
1543,30035,22,69.17,United Kingdom,17-04-2020 08:00,A,Electronics,18,90
1574,,31,69.18,Netherlands,17-04-2020 09:00,E,Sports and Outdoors,58,95
1860,30910,62,93.57,Spain,17-04-2020 10:00,C,Home and Kitchen,28,
1300,20180,44,72.95,Spain,17-04-2020 11:00,B,Clothing,61,73
1308,23464,68,30.51,France,17-04-2020 12:00,E,Sports and Outdoors,48,64
1188,31611,67,35.66,Spain,17-04-2020 13:00,B,Clothing,58,98
,36913,89,39.42,France,17-04-2020 14:00,B,Clothing,55,81
1410,34806,49,3.57,Netherlands,17-04-2020 15:00,E,Sports and Outdoors,26,99
1537,34065,59,91.39,,17-04-2020 16:00,C,Home and Kitchen,23,3
1386,21286,4,7.82,Netherlands,17-04-2020 17:00,A,Electronics,23,11
1857,,39,70.13,France,17-04-2020 18:00,C,Home and Kitchen,69,28
1550,28898,7,73.15,France,,D,Toys and Games,20,62
1192,31409,71,84.45,France,17-04-2020 20:00,,,49,48
1162,37945,49,55.56,Germany,17-04-2020 21:00,A,Electronics,52,28
,25628,89,72.66,France,,D,Toys and Games,33,46
1474,33882,15,30.62,Netherlands,17-04-2020 23:00,B,Clothing,19,64
1173,38995,7,74.69,Germany,18-04-2020 00:00,D,Toys and Games,53,55
1195,20660,47,34.67,Netherlands,18-04-2020 01:00,E,Sports and Outdoors,58,83
1210,35248,68,90.33,Germany,18-04-2020 02:00,,,24,2
1789,39562,98,16.76,France,18-04-2020 03:00,C,Home and Kitchen,52,96
1699,23389,45,31.92,Germany,18-04-2020 04:00,A,Electronics,47,75
1389,30298,19,50.13,United Kingdom,18-04-2020 05:00,E,Sports and Outdoors,62,16
1307,23063,47,77.7,Netherlands,18-04-2020 06:00,E,Sports and Outdoors,63,11
1456,22840,53,75.01,United Kingdom,18-04-2020 07:00,A,Electronics,46,3
1330,30770,27,21.47,United Kingdom,18-04-2020 08:00,D,Toys and Games,58,55
1725,26146,5,14.85,France,18-04-2020 09:00,A,Electronics,18,42
1494,31145,60,30.74,France,18-04-2020 10:00,A,Electronics,61,29
1328,36922,77,48.63,United Kingdom,18-04-2020 11:00,D,Toys and Games,18,69
1028,39311,62,54.13,Germany,18-04-2020 12:00,C,Home and Kitchen,58,92
1682,38777,59,43.2,France,18-04-2020 13:00,A,Electronics,24,31
1121,37280,61,66.48,Netherlands,18-04-2020 14:00,D,Toys and Games,20,77
1457,26345,56,43.04,United Kingdom,18-04-2020 15:00,E,Sports and Outdoors,53,25
1417,38752,78,94.66,Netherlands,18-04-2020 16:00,A,Electronics,56,6
1158,33322,94,26.47,,18-04-2020 17:00,A,Electronics,48,60
1597,27747,47,62.92,Netherlands,18-04-2020 18:00,C,Home and Kitchen,42,67
1813,38764,48,61.33,United Kingdom,,C,Home and Kitchen,64,22
1515,36398,10,28.52,Spain,18-04-2020 20:00,E,Sports and Outdoors,41,41
1001,31320,32,41.46,France,18-04-2020 21:00,C,Home and Kitchen,18,53
1644,,65,36.86,Netherlands,18-04-2020 22:00,E,Sports and Outdoors,55,60
1301,22277,24,17.66,United Kingdom,18-04-2020 23:00,A,Electronics,48,39
1078,28202,29,47.99,Spain,19-04-2020 00:00,,,54,55
1658,21656,7,38.97,United Kingdom,19-04-2020 01:00,C,Home and Kitchen,28,96
1677,29439,95,18.24,France,19-04-2020 02:00,E,Sports and Outdoors,,30
1314,34048,17,45.26,United Kingdom,19-04-2020 03:00,C,Home and Kitchen,20,71
1974,38044,94,42.47,Germany,19-04-2020 04:00,C,Home and Kitchen,29,89
1749,21763,25,13.57,,19-04-2020 05:00,B,Clothing,37,2
1327,37913,92,13.55,Netherlands,19-04-2020 06:00,A,Electronics,47,8
1275,35413,36,64.93,,19-04-2020 07:00,C,Home and Kitchen,27,63
1715,27865,61,70.8,United Kingdom,19-04-2020 08:00,D,Toys and Games,56,59
1451,26910,71,,Netherlands,19-04-2020 09:00,B,Clothing,32,97
1564,22617,35,9.16,Netherlands,19-04-2020 10:00,E,Sports and Outdoors,38,28
1485,34740,84,12.23,Spain,,E,Sports and Outdoors,35,74
1106,22754,78,5.66,United Kingdom,19-04-2020 12:00,D,Toys and Games,49,38
1566,28101,50,53.46,France,19-04-2020 13:00,D,Toys and Games,36,18
1245,37810,56,62.46,France,19-04-2020 14:00,A,Electronics,47,62
1934,,94,40.65,France,19-04-2020 15:00,D,Toys and Games,50,77
1888,25208,65,79.89,Netherlands,19-04-2020 16:00,E,Sports and Outdoors,39,85
1163,34177,41,68.83,Netherlands,19-04-2020 17:00,A,Electronics,62,97
1953,34928,25,98.59,Netherlands,19-04-2020 18:00,D,Toys and Games,46,23
1526,30425,34,14.22,France,19-04-2020 19:00,D,Toys and Games,41,65
1000,33182,8,6.3,Spain,19-04-2020 20:00,E,Sports and Outdoors,21,40
1862,26222,56,27.84,Germany,19-04-2020 21:00,A,Electronics,67,60
1136,34480,84,2.4,United Kingdom,19-04-2020 22:00,B,Clothing,,85
1150,38445,30,93.29,Germany,19-04-2020 23:00,B,Clothing,53,5
1179,32289,68,30.74,United Kingdom,20-04-2020 00:00,A,Electronics,21,99
1921,22563,21,55.47,Netherlands,20-04-2020 01:00,D,Toys and Games,22,18
1743,22803,91,,France,20-04-2020 02:00,D,Toys and Games,36,38
1486,26209,10,24.96,Germany,20-04-2020 03:00,A,Electronics,58,29
1699,22293,87,15.66,Netherlands,20-04-2020 04:00,B,Clothing,56,26
1017,38009,33,32.38,United Kingdom,20-04-2020 05:00,C,Home and Kitchen,48,60
1224,35789,75,61.73,Germany,20-04-2020 06:00,E,Sports and Outdoors,24,36
1104,20571,83,97.18,Germany,20-04-2020 07:00,A,Electronics,29,82
1998,,75,56.03,Germany,20-04-2020 08:00,C,Home and Kitchen,27,29
1717,38784,4,53.5,Germany,20-04-2020 09:00,E,Sports and Outdoors,46,31
1697,35014,23,4.01,Germany,20-04-2020 10:00,C,Home and Kitchen,69,
1064,28574,69,84.09,Netherlands,20-04-2020 11:00,,,38,13
1332,25829,53,4.96,United Kingdom,20-04-2020 12:00,E,Sports and Outdoors,30,94
1371,37467,5,90.67,United Kingdom,20-04-2020 13:00,C,Home and Kitchen,,71
1206,38333,18,54.1,Spain,20-04-2020 14:00,B,Clothing,23,40
1228,30709,17,17.26,France,20-04-2020 15:00,A,Electronics,48,70
1580,32361,58,45.44,Germany,20-04-2020 16:00,B,Clothing,26,2
1141,39881,67,99.5,United Kingdom,20-04-2020 17:00,B,Clothing,68,8
,,72,30.86,France,20-04-2020 18:00,E,Sports and Outdoors,41,74
1685,37157,56,27.31,France,20-04-2020 19:00,E,Sports and Outdoors,33,43
1708,31248,40,12.24,Netherlands,,E,Sports and Outdoors,28,49
1330,27793,87,59.92,,20-04-2020 21:00,C,Home and Kitchen,53,22
1927,22597,87,9.38,Spain,20-04-2020 22:00,C,Home and Kitchen,18,74
1818,35973,2,,France,20-04-2020 23:00,A,Electronics,,35
1708,33360,21,91.96,Netherlands,21-04-2020 00:00,,,61,19
1739,39445,52,93.22,Germany,21-04-2020 01:00,A,Electronics,53,4
1270,39709,24,11.24,United Kingdom,21-04-2020 02:00,B,Clothing,54,19
1948,21403,53,56.05,,21-04-2020 03:00,A,Electronics,23,20
1710,23320,38,10.16,Germany,21-04-2020 04:00,A,Electronics,,4
1324,27239,20,57.42,Netherlands,,E,Sports and Outdoors,46,49
1989,34782,50,81.59,Netherlands,21-04-2020 06:00,C,Home and Kitchen,18,26
1526,,39,54.01,Netherlands,21-04-2020 07:00,,,,3
1797,34020,60,87.27,Netherlands,21-04-2020 08:00,D,Toys and Games,64,52
1845,27420,91,80.27,Netherlands,21-04-2020 09:00,E,Sports and Outdoors,61,94
1919,20869,39,28.02,Spain,,B,Clothing,36,36
1727,26442,71,63.2,France,21-04-2020 11:00,B,Clothing,40,41
1546,29275,,1.24,France,21-04-2020 12:00,B,Clothing,56,70
1068,20973,29,39.91,United Kingdom,21-04-2020 13:00,A,Electronics,58,51
1907,,74,24.18,France,21-04-2020 14:00,C,Home and Kitchen,28,91
1211,35394,10,93.74,Netherlands,21-04-2020 15:00,B,Clothing,44,16
1557,34078,76,40.84,France,21-04-2020 16:00,D,Toys and Games,57,47
1381,,67,65.58,France,21-04-2020 17:00,A,Electronics,53,80
1964,25147,3,73.33,Netherlands,,B,Clothing,59,46
1759,23443,77,77.43,Spain,21-04-2020 19:00,B,Clothing,37,55
1419,32126,31,73.71,Netherlands,21-04-2020 20:00,C,Home and Kitchen,59,98
1596,25684,27,,France,21-04-2020 21:00,C,Home and Kitchen,25,88
1047,33595,70,68.76,France,21-04-2020 22:00,A,Electronics,63,39
1230,21321,27,55.13,United Kingdom,21-04-2020 23:00,D,Toys and Games,53,
1578,34810,99,59.94,Netherlands,22-04-2020 00:00,E,Sports and Outdoors,69,84
1476,38407,9,0.58,United Kingdom,22-04-2020 01:00,D,Toys and Games,43,61
1949,26740,6,26.2,United Kingdom,22-04-2020 02:00,,,52,9
1088,25468,6,,Germany,22-04-2020 03:00,C,Home and Kitchen,20,85
1730,33518,26,29.36,United Kingdom,,E,Sports and Outdoors,21,11
1931,,43,44.08,France,22-04-2020 05:00,D,Toys and Games,61,94
1051,20438,19,19.07,France,22-04-2020 06:00,D,Toys and Games,46,65
1533,20164,16,14.29,Germany,22-04-2020 07:00,E,Sports and Outdoors,67,91
1421,25678,23,21.26,Germany,22-04-2020 08:00,C,Home and Kitchen,45,59
1610,23337,75,55.59,Netherlands,22-04-2020 09:00,A,Electronics,36,70
1445,23350,,91.94,Germany,22-04-2020 10:00,D,Toys and Games,60,7
1960,37371,29,32.96,Spain,22-04-2020 11:00,B,Clothing,45,61
1130,22529,38,32.68,France,22-04-2020 12:00,D,Toys and Games,35,57
1599,32406,59,56.63,France,22-04-2020 13:00,D,Toys and Games,31,86
1647,25756,48,36,Germany,22-04-2020 14:00,D,Toys and Games,60,34
1373,28105,20,91.09,Germany,22-04-2020 15:00,C,Home and Kitchen,31,84
1550,37710,21,38.1,France,22-04-2020 16:00,B,Clothing,46,45
1529,30216,28,49.3,Germany,22-04-2020 17:00,D,Toys and Games,20,45
1104,24593,50,53.57,Netherlands,22-04-2020 18:00,A,Electronics,51,15
1386,20193,33,78.32,Germany,22-04-2020 19:00,B,Clothing,26,9
1657,38873,40,56.61,Germany,22-04-2020 20:00,E,Sports and Outdoors,57,82
1335,26401,90,24.3,Netherlands,22-04-2020 21:00,A,Electronics,22,46
1735,21737,54,12.84,Netherlands,22-04-2020 22:00,E,Sports and Outdoors,46,46
1116,38445,10,93.81,Netherlands,22-04-2020 23:00,,,58,36
1000,29882,34,80.26,France,23-04-2020 00:00,C,Home and Kitchen,22,46
1628,35246,73,2.79,Germany,23-04-2020 01:00,D,Toys and Games,62,
1895,26283,36,82.24,Netherlands,23-04-2020 02:00,D,Toys and Games,60,30
,31360,75,59.26,Netherlands,23-04-2020 03:00,E,Sports and Outdoors,60,11
1435,39943,74,52.13,France,23-04-2020 04:00,D,Toys and Games,69,33
1495,35859,7,1.72,Spain,23-04-2020 05:00,A,Electronics,61,
1011,27599,16,78.2,Germany,23-04-2020 06:00,C,Home and Kitchen,68,70
1293,30428,51,20.21,Spain,23-04-2020 07:00,E,Sports and Outdoors,30,43
1507,34417,90,72.93,Spain,23-04-2020 08:00,B,Clothing,43,39
1852,23883,96,2.08,Netherlands,,D,Toys and Games,26,86
1680,39635,,79.74,France,23-04-2020 10:00,E,Sports and Outdoors,21,39
1564,25053,31,2.79,Germany,23-04-2020 11:00,D,Toys and Games,56,53
1780,35233,32,23.97,Germany,23-04-2020 12:00,D,Toys and Games,48,83
1759,32124,45,27.19,Germany,,E,Sports and Outdoors,22,86
1127,39398,76,16.17,Spain,23-04-2020 14:00,A,Electronics,24,31
1075,21128,27,48.37,United Kingdom,23-04-2020 15:00,B,Clothing,45,63
1268,34716,22,28.73,France,23-04-2020 16:00,D,Toys and Games,57,25
1145,26865,15,99.33,United Kingdom,,A,Electronics,31,41
1914,34407,8,58.21,Spain,23-04-2020 18:00,D,Toys and Games,41,50
1402,38080,68,56.86,Netherlands,23-04-2020 19:00,D,Toys and Games,59,
1498,,8,22.48,United Kingdom,23-04-2020 20:00,A,Electronics,55,49
1965,27407,87,41.16,United Kingdom,23-04-2020 21:00,D,Toys and Games,22,30
1559,27245,16,12.84,France,23-04-2020 22:00,B,Clothing,64,45
1198,24665,48,76.37,Spain,23-04-2020 23:00,E,Sports and Outdoors,65,
1582,24220,34,33.45,France,24-04-2020 00:00,A,Electronics,51,53
1923,31731,86,75.32,Netherlands,24-04-2020 01:00,C,Home and Kitchen,45,26
1502,,,37.48,Germany,24-04-2020 02:00,D,Toys and Games,64,71
1603,32494,57,98.88,Spain,,E,Sports and Outdoors,25,40
1402,31485,5,17.53,Netherlands,24-04-2020 04:00,B,Clothing,38,12
1975,20311,44,0.65,Netherlands,24-04-2020 05:00,B,Clothing,41,1
1208,25434,71,59.69,United Kingdom,24-04-2020 06:00,C,Home and Kitchen,41,
1341,35567,37,,France,24-04-2020 07:00,B,Clothing,30,1
,35980,90,64.88,United Kingdom,24-04-2020 08:00,E,Sports and Outdoors,66,8
1047,36785,,9.03,,24-04-2020 09:00,C,Home and Kitchen,32,33
1540,37980,68,54.28,Germany,24-04-2020 10:00,A,Electronics,63,68
1175,20121,96,90.99,France,24-04-2020 11:00,C,Home and Kitchen,42,50
1510,20750,38,1.15,Germany,24-04-2020 12:00,A,Electronics,68,6
1018,36489,46,17.11,Netherlands,24-04-2020 13:00,B,Clothing,62,60
1494,,73,81.55,Germany,24-04-2020 14:00,E,Sports and Outdoors,45,63
1354,29251,26,89.44,Netherlands,24-04-2020 15:00,D,Toys and Games,56,52
1558,32359,75,70.86,,24-04-2020 16:00,C,Home and Kitchen,25,3
1344,32855,84,99.16,Germany,24-04-2020 17:00,B,Clothing,48,79
1059,39622,53,9.48,France,24-04-2020 18:00,E,Sports and Outdoors,24,70
1687,37628,63,54.79,,24-04-2020 19:00,D,Toys and Games,68,6
1766,29201,63,68.66,Netherlands,24-04-2020 20:00,C,Home and Kitchen,64,37
1915,23282,38,70.41,,24-04-2020 21:00,E,Sports and Outdoors,56,51
1228,22275,15,79.45,France,24-04-2020 22:00,B,Clothing,34,27
1146,20765,99,91.8,Netherlands,24-04-2020 23:00,C,Home and Kitchen,67,46
1297,22715,9,36.48,Spain,25-04-2020 00:00,C,Home and Kitchen,68,69
1332,37881,97,4.77,France,25-04-2020 01:00,A,Electronics,52,17
1750,32138,75,36.56,Spain,25-04-2020 02:00,A,Electronics,39,87
1331,,22,67.33,United Kingdom,25-04-2020 03:00,C,Home and Kitchen,24,17
1432,39222,70,21.74,United Kingdom,25-04-2020 04:00,E,Sports and Outdoors,27,23
,25066,56,81.09,Germany,25-04-2020 05:00,B,Clothing,45,39
1699,20489,37,,Germany,25-04-2020 06:00,D,Toys and Games,56,33
1835,26374,57,1.5,Germany,25-04-2020 07:00,A,Electronics,60,66
1334,21935,60,51.05,,,B,Clothing,46,10
