Complaint ID,Complaint Text,Category
4937,Unable to update contact details online.,ATM Issue
4938,Delay in issuing new debit card.,Net Banking Issue
4939,Credit limit was reduced without notification.,Credit Card Issue
4940,Loan EMI was auto-debited twice.,Loan Issue
4941,Customer care provided incorrect information.,Cheque Issue
4942,Cash deposit machine was not working properly.,Notification Issue
4943,HDFC Bank - Incorrect deduction of annual credit card fee.,Net Banking Issue
4944,Incorrect deduction of annual credit card fee.,Loan Issue
4945,Delayed processing of loan application.,Credit Card Issue
4946,SMS alerts not received for transactions.,ATM Issue
4947,Net banking account got locked without reason.,Branch Service Issue
4948,Mobile banking app is frequently crashing.,Credit Card Issue
4949,HDFC Bank - Delayed processing of loan application.,Customer Service Issue
4950,HDFC Bank - Cash deposit machine was not working properly.,Net Banking Issue
4951,Unable to update contact details online.,Cheque Issue
4952,HDFC Bank - Incorrect charges on my account statement.,Customer Service Issue
4953,HDFC Bank - Customer support is unreachable most of the time.,Notification Issue
4954,HDFC Bank - Mobile banking app is frequently crashing.,Credit Card Issue
4955,Online fund transfer failed but money was debited.,Notification Issue
4956,Branch staff was unhelpful and rude.,Fraudulent Transaction
4957,Delayed processing of loan application.,Net Banking Issue
4958,Incorrect deduction of annual credit card fee.,Fraudulent Transaction
4959,Unable to update contact details online.,Cheque Issue
4960,Credit limit was reduced without notification.,Cheque Issue
4961,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
4962,Cheque clearance took longer than expected.,Notification Issue
4963,Interest rate on fixed deposit was not updated.,Loan Issue
4964,HDFC Bank - Unable to update contact details online.,Credit Card Issue
4965,Incorrect charges on my account statement.,ATM Issue
4966,Incorrect deduction of annual credit card fee.,Fraudulent Transaction
4967,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
4968,Incorrect deduction of annual credit card fee.,Credit Card Issue
4969,HDFC Bank - Loan EMI was auto-debited twice.,Fraudulent Transaction
4970,HDFC Bank - Customer care provided incorrect information.,Credit Card Issue
4971,Cash deposit machine was not working properly.,Branch Service Issue
4972,Loan EMI was auto-debited twice.,Account Issue
4973,Delay in issuing new debit card.,Notification Issue
4974,HDFC Bank - Customer support is unreachable most of the time.,Cheque Issue
4975,HDFC Bank - Incorrect deduction of annual credit card fee.,Net Banking Issue
4976,HDFC Bank - Unauthorized transaction detected on my debit card.,Fraudulent Transaction
4977,Credit card was blocked without prior notice.,Branch Service Issue
4978,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
4979,Net banking account got locked without reason.,ATM Issue
4980,Net banking account got locked without reason.,Fraudulent Transaction
4981,Loan EMI was auto-debited twice.,Loan Issue
4982,Incorrect charges on my account statement.,Fraudulent Transaction
4983,HDFC Bank - Unable to update contact details online.,Cheque Issue
4984,Credit card was blocked without prior notice.,Loan Issue
4985,ATM did not dispense cash but the amount was deducted.,Notification Issue
4986,Unable to update contact details online.,ATM Issue
4987,Loan EMI was auto-debited twice.,Credit Card Issue
4988,Unauthorized transaction detected on my debit card.,Customer Service Issue
4989,Delayed processing of loan application.,Net Banking Issue
4990,Credit card was blocked without prior notice.,Fraudulent Transaction
4991,HDFC Bank - Interest rate on fixed deposit was not updated.,Fraudulent Transaction
4992,Net banking account got locked without reason.,Cheque Issue
4993,Cash deposit machine was not working properly.,Fraudulent Transaction
4994,Cheque clearance took longer than expected.,Branch Service Issue
4995,Customer support is unreachable most of the time.,Credit Card Issue
4996,SMS alerts not received for transactions.,Account Issue
4997,HDFC Bank - Unable to update contact details online.,Fraudulent Transaction
4998,HDFC Bank - Customer care provided incorrect information.,Credit Card Issue
4999,Customer support is unreachable most of the time.,Fraudulent Transaction
5000,ATM did not dispense cash but the amount was deducted.,Account Issue
5001,Credit limit was reduced without notification.,Branch Service Issue
5002,Branch staff was unhelpful and rude.,Customer Service Issue
5003,HDFC Bank - Cheque clearance took longer than expected.,Customer Service Issue
5004,HDFC Bank - Branch staff was unhelpful and rude.,ATM Issue
5005,Mobile banking app is frequently crashing.,Notification Issue
5006,HDFC Bank - Delayed processing of loan application.,Net Banking Issue
5007,Cash deposit machine was not working properly.,Cheque Issue
5008,Loan EMI was auto-debited twice.,Fraudulent Transaction
5009,Credit card was blocked without prior notice.,Credit Card Issue
5010,HDFC Bank - Credit limit was reduced without notification.,Notification Issue
5011,Branch staff was unhelpful and rude.,Net Banking Issue
5012,Interest rate on fixed deposit was not updated.,Customer Service Issue
5013,Customer support is unreachable most of the time.,Net Banking Issue
5014,Delayed processing of loan application.,Account Issue
5015,Unauthorized transaction detected on my debit card.,Cheque Issue
5016,Net banking account got locked without reason.,Credit Card Issue
5017,Loan EMI was auto-debited twice.,Notification Issue
5018,Branch staff was unhelpful and rude.,Loan Issue
5019,HDFC Bank - Net banking account got locked without reason.,Net Banking Issue
5020,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
5021,Cheque clearance took longer than expected.,Notification Issue
5022,Cheque clearance took longer than expected.,Loan Issue
5023,HDFC Bank - Credit card was blocked without prior notice.,Cheque Issue
5024,HDFC Bank - Credit limit was reduced without notification.,Notification Issue
5025,Customer care provided incorrect information.,Net Banking Issue
5026,Mobile banking app is frequently crashing.,Account Issue
5027,Loan EMI was auto-debited twice.,Credit Card Issue
5028,Cash deposit machine was not working properly.,Account Issue
5029,HDFC Bank - Credit card was blocked without prior notice.,Notification Issue
5030,Unauthorized transaction detected on my debit card.,Net Banking Issue
5031,Incorrect charges on my account statement.,Customer Service Issue
5032,HDFC Bank - Customer care provided incorrect information.,Notification Issue
5033,Incorrect deduction of annual credit card fee.,ATM Issue
5034,HDFC Bank - Branch staff was unhelpful and rude.,Credit Card Issue
5035,Customer support is unreachable most of the time.,Customer Service Issue
5036,Mobile banking app is frequently crashing.,Loan Issue
5037,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
5038,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
5039,HDFC Bank - Unauthorized transaction detected on my debit card.,Cheque Issue
5040,Credit limit was reduced without notification.,Credit Card Issue
5041,Incorrect charges on my account statement.,Customer Service Issue
5042,Customer support is unreachable most of the time.,Customer Service Issue
5043,HDFC Bank - Branch staff was unhelpful and rude.,Branch Service Issue
5044,ATM did not dispense cash but the amount was deducted.,Notification Issue
5045,Branch staff was unhelpful and rude.,Notification Issue
5046,Delay in issuing new debit card.,Notification Issue
5047,HDFC Bank - Unable to update contact details online.,Account Issue
5048,HDFC Bank - Delay in issuing new debit card.,ATM Issue
5049,HDFC Bank - Loan EMI was auto-debited twice.,Account Issue
5050,Mobile banking app is frequently crashing.,Branch Service Issue
5051,Delay in issuing new debit card.,Customer Service Issue
5052,HDFC Bank - Incorrect deduction of annual credit card fee.,Net Banking Issue
5053,HDFC Bank - Online fund transfer failed but money was debited.,ATM Issue
5054,Net banking account got locked without reason.,Account Issue
5055,Net banking account got locked without reason.,Branch Service Issue
5056,Delay in issuing new debit card.,Account Issue
5057,HDFC Bank - Mobile banking app is frequently crashing.,Fraudulent Transaction
5058,Customer care provided incorrect information.,Credit Card Issue
5059,HDFC Bank - SMS alerts not received for transactions.,Loan Issue
5060,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
5061,Customer care provided incorrect information.,ATM Issue
5062,SMS alerts not received for transactions.,Net Banking Issue
5063,HDFC Bank - Mobile banking app is frequently crashing.,Cheque Issue
5064,Cash deposit machine was not working properly.,ATM Issue
5065,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Customer Service Issue
5066,Unable to update contact details online.,Credit Card Issue
5067,Delayed processing of loan application.,Loan Issue
5068,Cheque clearance took longer than expected.,Loan Issue
5069,Unable to update contact details online.,Account Issue
5070,Interest rate on fixed deposit was not updated.,Credit Card Issue
5071,Branch staff was unhelpful and rude.,Notification Issue
5072,Cash deposit machine was not working properly.,Branch Service Issue
5073,HDFC Bank - Customer care provided incorrect information.,Cheque Issue
5074,Cheque clearance took longer than expected.,Loan Issue
5075,Mobile banking app is frequently crashing.,ATM Issue
5076,Delay in issuing new debit card.,Loan Issue
5077,HDFC Bank - Branch staff was unhelpful and rude.,Customer Service Issue
5078,HDFC Bank - Delay in issuing new debit card.,Customer Service Issue
5079,Credit limit was reduced without notification.,Loan Issue
5080,Customer care provided incorrect information.,Branch Service Issue
5081,Customer care provided incorrect information.,Net Banking Issue
5082,Incorrect charges on my account statement.,Branch Service Issue
5083,HDFC Bank - Interest rate on fixed deposit was not updated.,Notification Issue
5084,HDFC Bank - Branch staff was unhelpful and rude.,Loan Issue
5085,HDFC Bank - Branch staff was unhelpful and rude.,Loan Issue
5086,Incorrect charges on my account statement.,Loan Issue
5087,Cheque clearance took longer than expected.,ATM Issue
5088,Unauthorized transaction detected on my debit card.,Loan Issue
5089,Customer support is unreachable most of the time.,Credit Card Issue
5090,Credit card was blocked without prior notice.,Cheque Issue
5091,HDFC Bank - Unable to update contact details online.,Customer Service Issue
5092,ATM did not dispense cash but the amount was deducted.,Notification Issue
5093,Incorrect charges on my account statement.,Account Issue
5094,SMS alerts not received for transactions.,Cheque Issue
5095,Customer care provided incorrect information.,Credit Card Issue
5096,HDFC Bank - Customer care provided incorrect information.,Notification Issue
5097,Customer support is unreachable most of the time.,Branch Service Issue
5098,Interest rate on fixed deposit was not updated.,Cheque Issue
5099,Customer support is unreachable most of the time.,Customer Service Issue
5100,Customer support is unreachable most of the time.,Notification Issue
5101,Cheque clearance took longer than expected.,ATM Issue
5102,Unable to update contact details online.,Credit Card Issue
5103,Interest rate on fixed deposit was not updated.,Loan Issue
5104,Customer care provided incorrect information.,Credit Card Issue
5105,Unable to update contact details online.,Branch Service Issue
5106,Credit limit was reduced without notification.,Loan Issue
5107,Cash deposit machine was not working properly.,ATM Issue
5108,Unable to update contact details online.,Cheque Issue
5109,Credit limit was reduced without notification.,Customer Service Issue
5110,HDFC Bank - Unable to update contact details online.,Fraudulent Transaction
5111,HDFC Bank - Unable to update contact details online.,Notification Issue
5112,Customer care provided incorrect information.,Loan Issue
5113,Incorrect deduction of annual credit card fee.,Cheque Issue
5114,Branch staff was unhelpful and rude.,Notification Issue
5115,Customer care provided incorrect information.,Notification Issue
5116,Online fund transfer failed but money was debited.,Notification Issue
5117,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
5118,Mobile banking app is frequently crashing.,Branch Service Issue
5119,Interest rate on fixed deposit was not updated.,Credit Card Issue
5120,Unauthorized transaction detected on my debit card.,Loan Issue
5121,Cheque clearance took longer than expected.,Customer Service Issue
5122,HDFC Bank - Credit limit was reduced without notification.,Loan Issue
5123,Delayed processing of loan application.,Fraudulent Transaction
5124,Customer support is unreachable most of the time.,Branch Service Issue
5125,Branch staff was unhelpful and rude.,Customer Service Issue
5126,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
5127,Cheque clearance took longer than expected.,Credit Card Issue
5128,Online fund transfer failed but money was debited.,Fraudulent Transaction
5129,Loan EMI was auto-debited twice.,ATM Issue
5130,Credit limit was reduced without notification.,Notification Issue
5131,Incorrect deduction of annual credit card fee.,Credit Card Issue
5132,Incorrect charges on my account statement.,Branch Service Issue
5133,Unable to update contact details online.,Customer Service Issue
5134,HDFC Bank - Incorrect deduction of annual credit card fee.,Customer Service Issue
5135,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Notification Issue
5136,Loan EMI was auto-debited twice.,Customer Service Issue
5137,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Notification Issue
5138,Branch staff was unhelpful and rude.,Fraudulent Transaction
5139,Cheque clearance took longer than expected.,Account Issue
5140,Interest rate on fixed deposit was not updated.,Customer Service Issue
5141,Delay in issuing new debit card.,Fraudulent Transaction
5142,Credit card was blocked without prior notice.,ATM Issue
5143,HDFC Bank - Customer support is unreachable most of the time.,Credit Card Issue
5144,Credit limit was reduced without notification.,Cheque Issue
5145,Cheque clearance took longer than expected.,Credit Card Issue
5146,HDFC Bank - Delayed processing of loan application.,Cheque Issue
5147,Credit limit was reduced without notification.,Branch Service Issue
5148,Interest rate on fixed deposit was not updated.,ATM Issue
5149,HDFC Bank - Unable to update contact details online.,Account Issue
5150,Delayed processing of loan application.,Account Issue
5151,Credit limit was reduced without notification.,Notification Issue
5152,Unauthorized transaction detected on my debit card.,Fraudulent Transaction
5153,Customer care provided incorrect information.,Cheque Issue
5154,Branch staff was unhelpful and rude.,Credit Card Issue
5155,Interest rate on fixed deposit was not updated.,Notification Issue
5156,HDFC Bank - Credit limit was reduced without notification.,Credit Card Issue
5157,Unable to update contact details online.,Net Banking Issue
5158,Branch staff was unhelpful and rude.,Loan Issue
5159,Cash deposit machine was not working properly.,Credit Card Issue
5160,HDFC Bank - Loan EMI was auto-debited twice.,Cheque Issue
5161,HDFC Bank - Net banking account got locked without reason.,Cheque Issue
5162,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
5163,Mobile banking app is frequently crashing.,Net Banking Issue
5164,Loan EMI was auto-debited twice.,Cheque Issue
5165,Customer care provided incorrect information.,ATM Issue
5166,Branch staff was unhelpful and rude.,Branch Service Issue
5167,HDFC Bank - SMS alerts not received for transactions.,Credit Card Issue
5168,Credit limit was reduced without notification.,Customer Service Issue
5169,HDFC Bank - ATM did not dispense cash but the amount was deducted.,ATM Issue
5170,HDFC Bank - Mobile banking app is frequently crashing.,Notification Issue
5171,Delayed processing of loan application.,Net Banking Issue
5172,Net banking account got locked without reason.,Account Issue
5173,Net banking account got locked without reason.,ATM Issue
5174,Unauthorized transaction detected on my debit card.,Cheque Issue
5175,Customer support is unreachable most of the time.,Account Issue
5176,Branch staff was unhelpful and rude.,ATM Issue
5177,Delay in issuing new debit card.,ATM Issue
5178,Cash deposit machine was not working properly.,Credit Card Issue
5179,HDFC Bank - Unauthorized transaction detected on my debit card.,ATM Issue
5180,Loan EMI was auto-debited twice.,Customer Service Issue
5181,Delay in issuing new debit card.,Customer Service Issue
5182,Mobile banking app is frequently crashing.,Notification Issue
5183,Incorrect charges on my account statement.,Branch Service Issue
5184,Cheque clearance took longer than expected.,Loan Issue
5185,Unauthorized transaction detected on my debit card.,Cheque Issue
5186,Delayed processing of loan application.,Branch Service Issue
5187,Cash deposit machine was not working properly.,Branch Service Issue
5188,SMS alerts not received for transactions.,Cheque Issue
5189,Delayed processing of loan application.,Fraudulent Transaction
5190,HDFC Bank - SMS alerts not received for transactions.,Credit Card Issue
5191,HDFC Bank - SMS alerts not received for transactions.,Notification Issue
5192,Delayed processing of loan application.,Branch Service Issue
5193,HDFC Bank - Incorrect charges on my account statement.,Customer Service Issue
5194,Loan EMI was auto-debited twice.,ATM Issue
5195,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
5196,Branch staff was unhelpful and rude.,Credit Card Issue
5197,Unauthorized transaction detected on my debit card.,Notification Issue
5198,Credit card was blocked without prior notice.,Credit Card Issue
5199,HDFC Bank - Incorrect deduction of annual credit card fee.,Account Issue
5200,ATM did not dispense cash but the amount was deducted.,Cheque Issue
5201,Delayed processing of loan application.,Notification Issue
5202,Cheque clearance took longer than expected.,Customer Service Issue
5203,Mobile banking app is frequently crashing.,Fraudulent Transaction
5204,Cheque clearance took longer than expected.,Notification Issue
5205,HDFC Bank - Incorrect charges on my account statement.,ATM Issue
5206,Unable to update contact details online.,Branch Service Issue
5207,ATM did not dispense cash but the amount was deducted.,Notification Issue
5208,Delay in issuing new debit card.,Notification Issue
5209,Credit limit was reduced without notification.,Cheque Issue
5210,Incorrect deduction of annual credit card fee.,Account Issue
5211,Customer care provided incorrect information.,Fraudulent Transaction
5212,Interest rate on fixed deposit was not updated.,Branch Service Issue
5213,Customer support is unreachable most of the time.,Net Banking Issue
5214,HDFC Bank - Delayed processing of loan application.,Loan Issue
5215,Branch staff was unhelpful and rude.,Account Issue
5216,HDFC Bank - Unable to update contact details online.,ATM Issue
5217,HDFC Bank - SMS alerts not received for transactions.,ATM Issue
5218,Delay in issuing new debit card.,Account Issue
5219,Cheque clearance took longer than expected.,Account Issue
5220,Delay in issuing new debit card.,Net Banking Issue
5221,Cheque clearance took longer than expected.,Loan Issue
5222,HDFC Bank - Unable to update contact details online.,Loan Issue
5223,Credit card was blocked without prior notice.,Loan Issue
5224,SMS alerts not received for transactions.,Customer Service Issue
5225,Delayed processing of loan application.,Loan Issue
5226,HDFC Bank - Customer care provided incorrect information.,Cheque Issue
5227,Incorrect charges on my account statement.,Customer Service Issue
5228,Interest rate on fixed deposit was not updated.,Account Issue
5229,Mobile banking app is frequently crashing.,Customer Service Issue
5230,Mobile banking app is frequently crashing.,ATM Issue
5231,Customer care provided incorrect information.,Branch Service Issue
5232,Unable to update contact details online.,Customer Service Issue
5233,Unable to update contact details online.,Branch Service Issue
5234,Mobile banking app is frequently crashing.,Cheque Issue
5235,Cheque clearance took longer than expected.,Cheque Issue
5236,HDFC Bank - Credit card was blocked without prior notice.,ATM Issue
5237,Incorrect charges on my account statement.,Loan Issue
5238,Unable to update contact details online.,Cheque Issue
5239,HDFC Bank - Delayed processing of loan application.,Account Issue
5240,HDFC Bank - Credit limit was reduced without notification.,Account Issue
5241,Online fund transfer failed but money was debited.,Notification Issue
5242,Loan EMI was auto-debited twice.,Customer Service Issue
5243,Interest rate on fixed deposit was not updated.,Branch Service Issue
5244,Cheque clearance took longer than expected.,Loan Issue
5245,HDFC Bank - Customer care provided incorrect information.,ATM Issue
5246,Credit card was blocked without prior notice.,Net Banking Issue
5247,Unauthorized transaction detected on my debit card.,Loan Issue
5248,Incorrect deduction of annual credit card fee.,Cheque Issue
5249,HDFC Bank - Online fund transfer failed but money was debited.,Customer Service Issue
5250,Cheque clearance took longer than expected.,Cheque Issue
5251,Interest rate on fixed deposit was not updated.,Customer Service Issue
5252,HDFC Bank - Delay in issuing new debit card.,Loan Issue
5253,Mobile banking app is frequently crashing.,Account Issue
5254,Customer care provided incorrect information.,Cheque Issue
5255,Unauthorized transaction detected on my debit card.,Credit Card Issue
5256,Loan EMI was auto-debited twice.,Loan Issue
5257,Branch staff was unhelpful and rude.,Account Issue
5258,HDFC Bank - Net banking account got locked without reason.,ATM Issue
5259,Cheque clearance took longer than expected.,Loan Issue
5260,Online fund transfer failed but money was debited.,Loan Issue
5261,HDFC Bank - Incorrect deduction of annual credit card fee.,Notification Issue
5262,HDFC Bank - Loan EMI was auto-debited twice.,Loan Issue
5263,Delay in issuing new debit card.,ATM Issue
5264,Credit card was blocked without prior notice.,Notification Issue
5265,Loan EMI was auto-debited twice.,Fraudulent Transaction
5266,Delayed processing of loan application.,Notification Issue
5267,Cheque clearance took longer than expected.,Branch Service Issue
5268,Unable to update contact details online.,Account Issue
5269,Credit card was blocked without prior notice.,Fraudulent Transaction
5270,Unable to update contact details online.,Fraudulent Transaction
5271,Net banking account got locked without reason.,Cheque Issue
5272,Delayed processing of loan application.,Customer Service Issue
5273,Loan EMI was auto-debited twice.,Loan Issue
5274,Customer support is unreachable most of the time.,Credit Card Issue
5275,Unauthorized transaction detected on my debit card.,Customer Service Issue
5276,HDFC Bank - Cheque clearance took longer than expected.,Notification Issue
5277,Cash deposit machine was not working properly.,Fraudulent Transaction
5278,Credit card was blocked without prior notice.,Fraudulent Transaction
5279,Unable to update contact details online.,Customer Service Issue
5280,Unauthorized transaction detected on my debit card.,ATM Issue
5281,SMS alerts not received for transactions.,Customer Service Issue
5282,Credit limit was reduced without notification.,Notification Issue
5283,HDFC Bank - Mobile banking app is frequently crashing.,Cheque Issue
5284,Unauthorized transaction detected on my debit card.,Credit Card Issue
5285,HDFC Bank - Cash deposit machine was not working properly.,Branch Service Issue
5286,HDFC Bank - Mobile banking app is frequently crashing.,Fraudulent Transaction
5287,HDFC Bank - Credit card was blocked without prior notice.,Customer Service Issue
5288,Unauthorized transaction detected on my debit card.,Net Banking Issue
5289,HDFC Bank - Delay in issuing new debit card.,Credit Card Issue
5290,Incorrect deduction of annual credit card fee.,Credit Card Issue
5291,Credit limit was reduced without notification.,ATM Issue
5292,HDFC Bank - Credit limit was reduced without notification.,Credit Card Issue
5293,Delayed processing of loan application.,ATM Issue
5294,Cheque clearance took longer than expected.,Loan Issue
5295,Cheque clearance took longer than expected.,Fraudulent Transaction
5296,Net banking account got locked without reason.,Notification Issue
5297,Net banking account got locked without reason.,Branch Service Issue
5298,Mobile banking app is frequently crashing.,Account Issue
5299,Delay in issuing new debit card.,Net Banking Issue
5300,Loan EMI was auto-debited twice.,Account Issue
5301,HDFC Bank - Branch staff was unhelpful and rude.,Customer Service Issue
5302,Cash deposit machine was not working properly.,Customer Service Issue
5303,HDFC Bank - Incorrect deduction of annual credit card fee.,Fraudulent Transaction
5304,HDFC Bank - Mobile banking app is frequently crashing.,Customer Service Issue
5305,Cheque clearance took longer than expected.,ATM Issue
5306,HDFC Bank - Customer care provided incorrect information.,Account Issue
5307,Credit card was blocked without prior notice.,Net Banking Issue
5308,Loan EMI was auto-debited twice.,Fraudulent Transaction
5309,HDFC Bank - Delay in issuing new debit card.,ATM Issue
5310,Credit card was blocked without prior notice.,Credit Card Issue
5311,HDFC Bank - Unable to update contact details online.,Credit Card Issue
5312,Interest rate on fixed deposit was not updated.,Net Banking Issue
5313,HDFC Bank - Delayed processing of loan application.,Notification Issue
5314,HDFC Bank - Credit limit was reduced without notification.,Loan Issue
5315,Branch staff was unhelpful and rude.,Loan Issue
5316,Online fund transfer failed but money was debited.,Fraudulent Transaction
5317,Credit card was blocked without prior notice.,Customer Service Issue
5318,HDFC Bank - Credit card was blocked without prior notice.,Net Banking Issue
5319,Customer support is unreachable most of the time.,Loan Issue
5320,Branch staff was unhelpful and rude.,Account Issue
5321,HDFC Bank - Loan EMI was auto-debited twice.,Branch Service Issue
5322,Customer support is unreachable most of the time.,Net Banking Issue
5323,Credit limit was reduced without notification.,Cheque Issue
5324,SMS alerts not received for transactions.,ATM Issue
5325,HDFC Bank - Interest rate on fixed deposit was not updated.,Customer Service Issue
5326,Cheque clearance took longer than expected.,Credit Card Issue
5327,Net banking account got locked without reason.,Loan Issue
5328,Unable to update contact details online.,Fraudulent Transaction
5329,HDFC Bank - Credit card was blocked without prior notice.,Customer Service Issue
5330,Mobile banking app is frequently crashing.,Notification Issue
5331,Cheque clearance took longer than expected.,Customer Service Issue
5332,HDFC Bank - Unauthorized transaction detected on my debit card.,Notification Issue
5333,HDFC Bank - Loan EMI was auto-debited twice.,Fraudulent Transaction
5334,HDFC Bank - Mobile banking app is frequently crashing.,Customer Service Issue
5335,HDFC Bank - Delay in issuing new debit card.,Credit Card Issue
5336,Credit card was blocked without prior notice.,Account Issue
5337,Credit limit was reduced without notification.,Net Banking Issue
5338,Net banking account got locked without reason.,Customer Service Issue
5339,Unable to update contact details online.,Notification Issue
5340,SMS alerts not received for transactions.,Loan Issue
5341,ATM did not dispense cash but the amount was deducted.,Notification Issue
5342,Branch staff was unhelpful and rude.,Net Banking Issue
5343,HDFC Bank - Interest rate on fixed deposit was not updated.,Notification Issue
5344,Cash deposit machine was not working properly.,Cheque Issue
5345,Cheque clearance took longer than expected.,Notification Issue
5346,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
5347,HDFC Bank - Credit card was blocked without prior notice.,Net Banking Issue
5348,Branch staff was unhelpful and rude.,ATM Issue
5349,HDFC Bank - Delay in issuing new debit card.,Cheque Issue
5350,Customer care provided incorrect information.,Credit Card Issue
5351,HDFC Bank - Customer support is unreachable most of the time.,Branch Service Issue
5352,Credit limit was reduced without notification.,Account Issue
5353,Loan EMI was auto-debited twice.,Loan Issue
5354,Incorrect deduction of annual credit card fee.,Net Banking Issue
5355,Net banking account got locked without reason.,Credit Card Issue
5356,Unable to update contact details online.,ATM Issue
5357,Online fund transfer failed but money was debited.,ATM Issue
5358,Interest rate on fixed deposit was not updated.,Customer Service Issue
5359,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Branch Service Issue
5360,Credit card was blocked without prior notice.,Credit Card Issue
5361,Branch staff was unhelpful and rude.,Loan Issue
5362,Cheque clearance took longer than expected.,Loan Issue
5363,Customer support is unreachable most of the time.,Notification Issue
5364,HDFC Bank - Cash deposit machine was not working properly.,Loan Issue
5365,Mobile banking app is frequently crashing.,Credit Card Issue
5366,Incorrect deduction of annual credit card fee.,Branch Service Issue
5367,Incorrect charges on my account statement.,Loan Issue
5368,Mobile banking app is frequently crashing.,Cheque Issue
5369,Net banking account got locked without reason.,Account Issue
5370,Incorrect deduction of annual credit card fee.,Customer Service Issue
5371,Loan EMI was auto-debited twice.,Branch Service Issue
5372,Interest rate on fixed deposit was not updated.,Branch Service Issue
5373,HDFC Bank - Net banking account got locked without reason.,Loan Issue
5374,HDFC Bank - Customer care provided incorrect information.,Account Issue
5375,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
5376,Credit limit was reduced without notification.,Fraudulent Transaction
5377,Customer care provided incorrect information.,Notification Issue
5378,HDFC Bank - Branch staff was unhelpful and rude.,Customer Service Issue
5379,Incorrect charges on my account statement.,Credit Card Issue
5380,Online fund transfer failed but money was debited.,Loan Issue
5381,Credit card was blocked without prior notice.,Notification Issue
5382,HDFC Bank - Delay in issuing new debit card.,Fraudulent Transaction
5383,Incorrect charges on my account statement.,Credit Card Issue
5384,Delay in issuing new debit card.,Account Issue
5385,Delayed processing of loan application.,Net Banking Issue
5386,Unauthorized transaction detected on my debit card.,Account Issue
5387,Delayed processing of loan application.,Net Banking Issue
5388,Customer support is unreachable most of the time.,Account Issue
5389,Incorrect deduction of annual credit card fee.,Credit Card Issue
5390,Incorrect deduction of annual credit card fee.,Loan Issue
5391,Incorrect deduction of annual credit card fee.,Notification Issue
5392,HDFC Bank - Incorrect deduction of annual credit card fee.,Account Issue
5393,Unable to update contact details online.,Account Issue
5394,Customer support is unreachable most of the time.,Customer Service Issue
5395,Delay in issuing new debit card.,Net Banking Issue
5396,Interest rate on fixed deposit was not updated.,Cheque Issue
5397,Cash deposit machine was not working properly.,Notification Issue
5398,Credit card was blocked without prior notice.,Loan Issue
5399,HDFC Bank - Cash deposit machine was not working properly.,Fraudulent Transaction
5400,HDFC Bank - Loan EMI was auto-debited twice.,Branch Service Issue
5401,Mobile banking app is frequently crashing.,Loan Issue
5402,Incorrect charges on my account statement.,ATM Issue
5403,Interest rate on fixed deposit was not updated.,Notification Issue
5404,HDFC Bank - Incorrect charges on my account statement.,Branch Service Issue
5405,Unauthorized transaction detected on my debit card.,Fraudulent Transaction
5406,HDFC Bank - Cheque clearance took longer than expected.,Notification Issue
5407,Customer care provided incorrect information.,Net Banking Issue
5408,Incorrect deduction of annual credit card fee.,ATM Issue
5409,ATM did not dispense cash but the amount was deducted.,Loan Issue
5410,HDFC Bank - Credit limit was reduced without notification.,Loan Issue
5411,HDFC Bank - Cash deposit machine was not working properly.,Branch Service Issue
5412,HDFC Bank - Cheque clearance took longer than expected.,Fraudulent Transaction
5413,Delay in issuing new debit card.,ATM Issue
5414,Credit limit was reduced without notification.,Net Banking Issue
5415,Net banking account got locked without reason.,Branch Service Issue
5416,ATM did not dispense cash but the amount was deducted.,Account Issue
5417,Delayed processing of loan application.,Cheque Issue
5418,Interest rate on fixed deposit was not updated.,Cheque Issue
5419,Branch staff was unhelpful and rude.,Customer Service Issue
5420,Delayed processing of loan application.,Customer Service Issue
5421,Loan EMI was auto-debited twice.,Net Banking Issue
5422,Credit limit was reduced without notification.,Credit Card Issue
5423,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
5424,Incorrect charges on my account statement.,Credit Card Issue
5425,Credit limit was reduced without notification.,Loan Issue
5426,Incorrect deduction of annual credit card fee.,Cheque Issue
5427,Delay in issuing new debit card.,Account Issue
5428,Incorrect deduction of annual credit card fee.,Credit Card Issue
5429,Cheque clearance took longer than expected.,Account Issue
5430,HDFC Bank - SMS alerts not received for transactions.,Notification Issue
5431,HDFC Bank - Branch staff was unhelpful and rude.,Notification Issue
5432,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
